Row	Column	Plane	Timepoint	Field	Channel ID	Channel Name	Channel Type	URL	ImageResolutionX [m]	ImageResolutionY [m]	ImageSizeX	ImageSizeY	PositionX [m]	PositionY [m]	Time Stamp	
3	2	1	0	4	3	Alexa 488	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/16-93-1513-214-22-314-412-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	0.00135078534031414	0.0020341238065907	2019-07-12T11:02:59.607+10:00	
3	2	1	0	5	1	Alexa 568	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/17-93-1513-214-22-314-414-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	0.00135078534031414	0.00101706190329535	2019-07-12T11:03:01.480+10:00	
3	2	1	0	5	2	Brightfield	Brightfield	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/17-93-1513-214-22-314-413-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	0.00135078534031414	0.00101706190329535	2019-07-12T11:03:02.543+10:00	
3	2	1	0	5	3	Alexa 488	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/17-93-1513-214-22-314-412-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	0.00135078534031414	0.00101706190329535	2019-07-12T11:03:03.873+10:00	
3	2	1	0	6	1	Alexa 568	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/18-93-1513-214-22-314-414-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	0	0.00101706190329535	2019-07-12T11:03:05.840+10:00	
3	2	1	0	6	2	Brightfield	Brightfield	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/18-93-1513-214-22-314-413-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	0	0.00101706190329535	2019-07-12T11:03:06.917+10:00	
3	2	1	0	6	3	Alexa 488	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/18-93-1513-214-22-314-412-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	0	0.00101706190329535	2019-07-12T11:03:08.277+10:00	
3	2	1	0	7	1	Alexa 568	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/19-93-1513-214-22-314-414-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	-0.00135078534031414	0.00101706190329535	2019-07-12T11:03:10.167+10:00	
3	2	1	0	7	2	Brightfield	Brightfield	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/19-93-1513-214-22-314-413-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	-0.00135078534031414	0.00101706190329535	2019-07-12T11:03:11.247+10:00	
3	2	1	0	7	3	Alexa 488	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/19-93-1513-214-22-314-412-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	-0.00135078534031414	0.00101706190329535	2019-07-12T11:03:12.560+10:00	
3	2	1	0	8	1	Alexa 568	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/28-93-1513-214-22-314-414-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	-0.00135078534031414	0	2019-07-12T11:03:14.467+10:00	
3	2	1	0	8	2	Brightfield	Brightfield	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/28-93-1513-214-22-314-413-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	-0.00135078534031414	0	2019-07-12T11:03:15.527+10:00	
3	2	1	0	8	3	Alexa 488	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/28-93-1513-214-22-314-412-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	-0.00135078534031414	0	2019-07-12T11:03:16.873+10:00	
3	2	1	0	9	1	Alexa 568	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/29-93-1513-214-22-314-414-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	0.00135078534031414	0	2019-07-12T11:03:18.873+10:00	
3	2	1	0	9	2	Brightfield	Brightfield	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/29-93-1513-214-22-314-413-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	0.00135078534031414	0	2019-07-12T11:03:19.980+10:00	
3	2	1	0	9	3	Alexa 488	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/29-93-1513-214-22-314-412-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	0.00135078534031414	0	2019-07-12T11:03:21.327+10:00	
3	2	1	0	10	1	Alexa 568	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/30-93-1513-214-22-314-414-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	0.00135078534031414	-0.00101706190329535	2019-07-12T11:03:23.263+10:00	
3	2	1	0	10	2	Brightfield	Brightfield	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/30-93-1513-214-22-314-413-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	0.00135078534031414	-0.00101706190329535	2019-07-12T11:03:24.340+10:00	
3	2	1	0	10	3	Alexa 488	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/30-93-1513-214-22-314-412-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	0.00135078534031414	-0.00101706190329535	2019-07-12T11:03:25.667+10:00	
3	2	1	0	11	1	Alexa 568	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/31-93-1513-214-22-314-414-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	0	-0.00101706190329535	2019-07-12T11:03:27.577+10:00	
3	2	1	0	11	2	Brightfield	Brightfield	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/31-93-1513-214-22-314-413-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	0	-0.00101706190329535	2019-07-12T11:03:28.653+10:00	
3	2	1	0	11	3	Alexa 488	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/31-93-1513-214-22-314-412-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	0	-0.00101706190329535	2019-07-12T11:03:29.967+10:00	
3	2	1	0	12	1	Alexa 568	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/24-93-1513-214-22-314-414-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	-0.00135078534031414	-0.00101706190329535	2019-07-12T11:03:31.857+10:00	
3	2	1	0	12	2	Brightfield	Brightfield	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/24-93-1513-214-22-314-413-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	-0.00135078534031414	-0.00101706190329535	2019-07-12T11:03:32.967+10:00	
3	2	1	0	12	3	Alexa 488	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/24-93-1513-214-22-314-412-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	-0.00135078534031414	-0.00101706190329535	2019-07-12T11:03:34.310+10:00	
3	2	1	0	13	1	Alexa 568	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/25-93-1513-214-22-314-414-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	-0.00135078534031414	-0.0020341238065907	2019-07-12T11:03:36.200+10:00	
3	2	1	0	13	2	Brightfield	Brightfield	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/25-93-1513-214-22-314-413-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	-0.00135078534031414	-0.0020341238065907	2019-07-12T11:03:37.263+10:00	
3	2	1	0	13	3	Alexa 488	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/25-93-1513-214-22-314-412-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	-0.00135078534031414	-0.0020341238065907	2019-07-12T11:03:38.623+10:00	
3	2	1	0	14	1	Alexa 568	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/26-93-1513-214-22-314-414-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	0	-0.0020341238065907	2019-07-12T11:03:40.497+10:00	
3	2	1	0	14	2	Brightfield	Brightfield	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/26-93-1513-214-22-314-413-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	0	-0.0020341238065907	2019-07-12T11:03:41.560+10:00	
3	2	1	0	14	3	Alexa 488	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/26-93-1513-214-22-314-412-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	0	-0.0020341238065907	2019-07-12T11:03:42.873+10:00	
3	2	1	0	15	1	Alexa 568	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/27-93-1513-214-22-314-414-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	0.00135078534031414	-0.0020341238065907	2019-07-12T11:03:44.793+10:00	
3	2	1	0	15	2	Brightfield	Brightfield	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/27-93-1513-214-22-314-413-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	0.00135078534031414	-0.0020341238065907	2019-07-12T11:03:45.903+10:00	
3	2	1	0	15	3	Alexa 488	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/27-93-1513-214-22-314-412-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	0.00135078534031414	-0.0020341238065907	2019-07-12T11:03:47.373+10:00	
3	3	1	0	1	1	Alexa 568	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/21-92-1513-214-22-314-414-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	0	0	2019-07-12T11:08:12.827+10:00	
3	3	1	0	1	2	Brightfield	Brightfield	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/21-92-1513-214-22-314-413-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	0	0	2019-07-12T11:08:13.887+10:00	
3	3	1	0	1	3	Alexa 488	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/21-92-1513-214-22-314-412-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	0	0	2019-07-12T11:08:15.247+10:00	
3	3	1	0	2	1	Alexa 568	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/22-92-1513-214-22-314-414-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	-0.00135078534031414	0.0020341238065907	2019-07-12T11:08:17.200+10:00	
3	3	1	0	2	2	Brightfield	Brightfield	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/22-92-1513-214-22-314-413-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	-0.00135078534031414	0.0020341238065907	2019-07-12T11:08:18.247+10:00	
3	3	1	0	2	3	Alexa 488	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/22-92-1513-214-22-314-412-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	-0.00135078534031414	0.0020341238065907	2019-07-12T11:08:19.577+10:00	
3	3	1	0	3	1	Alexa 568	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/23-92-1513-214-22-314-414-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	0	0.0020341238065907	2019-07-12T11:08:21.480+10:00	
3	3	1	0	3	2	Brightfield	Brightfield	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/23-92-1513-214-22-314-413-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	0	0.0020341238065907	2019-07-12T11:08:22.513+10:00	
3	3	1	0	3	3	Alexa 488	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/23-92-1513-214-22-314-412-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	0	0.0020341238065907	2019-07-12T11:08:23.810+10:00	
3	3	1	0	4	1	Alexa 568	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/16-92-1513-214-22-314-414-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	0.00135078534031414	0.0020341238065907	2019-07-12T11:08:25.763+10:00	
3	3	1	0	4	2	Brightfield	Brightfield	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/16-92-1513-214-22-314-413-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	0.00135078534031414	0.0020341238065907	2019-07-12T11:08:26.827+10:00	
3	3	1	0	4	3	Alexa 488	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/16-92-1513-214-22-314-412-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	0.00135078534031414	0.0020341238065907	2019-07-12T11:08:28.217+10:00	
3	3	1	0	5	1	Alexa 568	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/17-92-1513-214-22-314-414-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	0.00135078534031414	0.00101706190329535	2019-07-12T11:08:30.107+10:00	
3	3	1	0	5	2	Brightfield	Brightfield	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/17-92-1513-214-22-314-413-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	0.00135078534031414	0.00101706190329535	2019-07-12T11:08:31.217+10:00	
3	3	1	0	5	3	Alexa 488	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/17-92-1513-214-22-314-412-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	0.00135078534031414	0.00101706190329535	2019-07-12T11:08:32.527+10:00	
3	3	1	0	6	1	Alexa 568	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/18-92-1513-214-22-314-414-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	0	0.00101706190329535	2019-07-12T11:08:34.387+10:00	
3	3	1	0	6	2	Brightfield	Brightfield	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/18-92-1513-214-22-314-413-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	0	0.00101706190329535	2019-07-12T11:08:35.433+10:00	
3	3	1	0	6	3	Alexa 488	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/18-92-1513-214-22-314-412-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	0	0.00101706190329535	2019-07-12T11:08:36.777+10:00	
3	3	1	0	7	1	Alexa 568	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/19-92-1513-214-22-314-414-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	-0.00135078534031414	0.00101706190329535	2019-07-12T11:08:38.763+10:00	
3	3	1	0	7	2	Brightfield	Brightfield	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/19-92-1513-214-22-314-413-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	-0.00135078534031414	0.00101706190329535	2019-07-12T11:08:39.810+10:00	
3	3	1	0	7	3	Alexa 488	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/19-92-1513-214-22-314-412-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	-0.00135078534031414	0.00101706190329535	2019-07-12T11:08:41.183+10:00	
3	3	1	0	8	1	Alexa 568	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/28-92-1513-214-22-314-414-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	-0.00135078534031414	0	2019-07-12T11:08:43.090+10:00	
3	3	1	0	8	2	Brightfield	Brightfield	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/28-92-1513-214-22-314-413-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	-0.00135078534031414	0	2019-07-12T11:08:44.153+10:00	
3	3	1	0	8	3	Alexa 488	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/28-92-1513-214-22-314-412-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	-0.00135078534031414	0	2019-07-12T11:08:45.480+10:00	
3	3	1	0	9	1	Alexa 568	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/29-92-1513-214-22-314-414-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	0.00135078534031414	0	2019-07-12T11:08:47.417+10:00	
3	3	1	0	9	2	Brightfield	Brightfield	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/29-92-1513-214-22-314-413-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	0.00135078534031414	0	2019-07-12T11:08:48.480+10:00	
3	3	1	0	9	3	Alexa 488	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/29-92-1513-214-22-314-412-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	0.00135078534031414	0	2019-07-12T11:08:49.793+10:00	
3	3	1	0	10	1	Alexa 568	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/30-92-1513-214-22-314-414-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	0.00135078534031414	-0.00101706190329535	2019-07-12T11:08:51.717+10:00	
3	3	1	0	10	2	Brightfield	Brightfield	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/30-92-1513-214-22-314-413-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	0.00135078534031414	-0.00101706190329535	2019-07-12T11:08:52.810+10:00	
3	3	1	0	10	3	Alexa 488	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/30-92-1513-214-22-314-412-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	0.00135078534031414	-0.00101706190329535	2019-07-12T11:08:54.153+10:00	
3	3	1	0	11	1	Alexa 568	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/31-92-1513-214-22-314-414-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	0	-0.00101706190329535	2019-07-12T11:08:56.090+10:00	
3	3	1	0	11	2	Brightfield	Brightfield	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/31-92-1513-214-22-314-413-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	0	-0.00101706190329535	2019-07-12T11:08:57.153+10:00	
3	3	1	0	11	3	Alexa 488	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/31-92-1513-214-22-314-412-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	0	-0.00101706190329535	2019-07-12T11:08:58.513+10:00	
3	3	1	0	12	1	Alexa 568	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/24-92-1513-214-22-314-414-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	-0.00135078534031414	-0.00101706190329535	2019-07-12T11:09:00.403+10:00	
3	3	1	0	12	2	Brightfield	Brightfield	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/24-92-1513-214-22-314-413-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	-0.00135078534031414	-0.00101706190329535	2019-07-12T11:09:01.450+10:00	
3	3	1	0	12	3	Alexa 488	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/24-92-1513-214-22-314-412-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	-0.00135078534031414	-0.00101706190329535	2019-07-12T11:09:02.763+10:00	
3	3	1	0	13	1	Alexa 568	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/25-92-1513-214-22-314-414-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	-0.00135078534031414	-0.0020341238065907	2019-07-12T11:09:04.637+10:00	
3	3	1	0	13	2	Brightfield	Brightfield	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/25-92-1513-214-22-314-413-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	-0.00135078534031414	-0.0020341238065907	2019-07-12T11:09:05.700+10:00	
3	3	1	0	13	3	Alexa 488	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/25-92-1513-214-22-314-412-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	-0.00135078534031414	-0.0020341238065907	2019-07-12T11:09:06.997+10:00	
3	3	1	0	14	1	Alexa 568	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/26-92-1513-214-22-314-414-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	0	-0.0020341238065907	2019-07-12T11:09:08.950+10:00	
3	3	1	0	14	2	Brightfield	Brightfield	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/26-92-1513-214-22-314-413-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	0	-0.0020341238065907	2019-07-12T11:09:09.980+10:00	
3	3	1	0	14	3	Alexa 488	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/26-92-1513-214-22-314-412-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	0	-0.0020341238065907	2019-07-12T11:09:11.293+10:00	
3	3	1	0	15	1	Alexa 568	Fluorescence	http://oprt1418/ODA/Images/C/3d495c20-72fc-4ffb-bffc-123b7aa8e61b/27-92-1513-214-22-314-414-1110.tiff	9.93224514936865E-07	9.93224514936865E-07	1360	1024	0.00135078534031414	-0.0020341238065907	2019-07-12T11:09:13.153+10:00	
